,comment_id,parent_id,author_name,author_url,comment_text,published_at,like_count,source_id
42,UgwYNzi5xJLO8XVPMHl4AaABAg,,@CARLOS27-s2g,https://yt3.ggpht.com/AQItfYwoDuI1RDc6fC-3P-eIfR3hQYIy9DOcbpa1Y2JorIWY8jM9ZHBKOAI0KEUhZ1SSWwyNoA=s48-c-k-c0x00ffffff-no-rj,CARLOS❤❤❤❤❤😢😢😢😅 0:17 😥😔😘😇😭🙏💔😭,2024-09-30T02:43:52Z,2,1
43,UgwYNzi5xJLO8XVPMHl4AaABAg.A9-66wYcLW5A9xZrt7RoSS,UgwYNzi5xJLO8XVPMHl4AaABAg,@johnson-4080,https://yt3.ggpht.com/jHp8hQ_InG55Jshg14hkyKihdDY0sWflKsHJ5gpNVeRjh_kXDD8U2jYSnE8J8ggc53iI0xStiA=s48-c-k-c0x00ffffff-no-rj,Quem é Carlos?,2024-10-23T23:37:30Z,0,1
44,UgwYNzi5xJLO8XVPMHl4AaABAg.A9-66wYcLW5ADO9JR3LkVR,UgwYNzi5xJLO8XVPMHl4AaABAg,@MelonScripter,https://yt3.ggpht.com/PH9Rdf56lb9BnKvmqTLKqvaH1B1u7V0urLXvi_WU0fdeg4nHXkR0N-kt3cs3SVwki9hiSv1tlw=s48-c-k-c0x00ffffff-no-rj,Carlos balls,2025-01-17T06:18:22Z,0,1
45,UgyWKum1PnciXnhusRp4AaABAg,,@kompetop,https://yt3.ggpht.com/LnuGRpwd6yBoQxWdMHUPP1h_L3HKkTzuSHbEypeY_tubb6_wOblzeiWS6hLnT_yI2NpJPESp=s48-c-k-c0x00ffffff-no-rj,ivii,2024-09-26T23:32:02Z,1,1
46,UgxwV5380_7DB35NLrd4AaABAg,,@kompetop,https://yt3.ggpht.com/LnuGRpwd6yBoQxWdMHUPP1h_L3HKkTzuSHbEypeY_tubb6_wOblzeiWS6hLnT_yI2NpJPESp=s48-c-k-c0x00ffffff-no-rj,мзм,2024-09-26T23:31:49Z,1,1
47,UgxiVJPv1SeFykPxxH54AaABAg,,@kompetop,https://yt3.ggpht.com/LnuGRpwd6yBoQxWdMHUPP1h_L3HKkTzuSHbEypeY_tubb6_wOblzeiWS6hLnT_yI2NpJPESp=s48-c-k-c0x00ffffff-no-rj,she will-be very very upset indeed,2024-09-26T23:31:33Z,1,1
48,UgyVMhbBFm55LBvMgpJ4AaABAg,,@kompetop,https://yt3.ggpht.com/LnuGRpwd6yBoQxWdMHUPP1h_L3HKkTzuSHbEypeY_tubb6_wOblzeiWS6hLnT_yI2NpJPESp=s48-c-k-c0x00ffffff-no-rj,dont tell andromeda i said that : пожалуйста,2024-09-26T23:31:05Z,1,1
49,UgyTUc_VgxP4lVLRq014AaABAg,,@kompetop,https://yt3.ggpht.com/LnuGRpwd6yBoQxWdMHUPP1h_L3HKkTzuSHbEypeY_tubb6_wOblzeiWS6hLnT_yI2NpJPESp=s48-c-k-c0x00ffffff-no-rj,❤,2024-09-26T23:28:49Z,1,1
50,UgwzWxY_9ZFPmriTfLx4AaABAg,,@kompetop,https://yt3.ggpht.com/LnuGRpwd6yBoQxWdMHUPP1h_L3HKkTzuSHbEypeY_tubb6_wOblzeiWS6hLnT_yI2NpJPESp=s48-c-k-c0x00ffffff-no-rj,ivii,2024-09-26T23:28:39Z,1,1
51,UgyPHna0bmkfnznPqNR4AaABAg,,@kompetop,https://yt3.ggpht.com/LnuGRpwd6yBoQxWdMHUPP1h_L3HKkTzuSHbEypeY_tubb6_wOblzeiWS6hLnT_yI2NpJPESp=s48-c-k-c0x00ffffff-no-rj,with love,2024-09-26T23:28:14Z,1,1
52,UgwXigJKJ5hUqdKzU8J4AaABAg,,@kompetop,https://yt3.ggpht.com/LnuGRpwd6yBoQxWdMHUPP1h_L3HKkTzuSHbEypeY_tubb6_wOblzeiWS6hLnT_yI2NpJPESp=s48-c-k-c0x00ffffff-no-rj,i hate you,2024-09-26T23:27:57Z,1,1
53,Ugy8Ga9ej0VEGGRmz4J4AaABAg,,@kompetop,https://yt3.ggpht.com/LnuGRpwd6yBoQxWdMHUPP1h_L3HKkTzuSHbEypeY_tubb6_wOblzeiWS6hLnT_yI2NpJPESp=s48-c-k-c0x00ffffff-no-rj,i hate this song,2024-09-26T23:27:41Z,1,1
54,UgwnjFFLgUia37sprU94AaABAg,,@rayxo.,https://yt3.ggpht.com/gto51ey06rlrQW6J2zDDo9h7B_ZPNqpohubQ3nKMcd5pVSAWiLKoo-bbVfYZnt5sGHmgBGWTmg=s48-c-k-c0x00ffffff-no-rj,2024 ???,2024-09-26T16:45:30Z,1,1
55,UgwnjFFLgUia37sprU94AaABAg.A8rJFmFno2ZA8rn32jISmh,UgwnjFFLgUia37sprU94AaABAg,@steppamusiq6469,https://yt3.ggpht.com/ytc/AIdro_lsWEa6L6DXc1qS385tXKROzQ9aIQArSkB3c2KsDIZIK4zs=s48-c-k-c0x00ffffff-no-rj,Yea kiss me baby❤,2024-09-26T21:14:39Z,0,1
56,UgyTodDVwZpcpzN7J5J4AaABAg,,@rayxo.,https://yt3.ggpht.com/gto51ey06rlrQW6J2zDDo9h7B_ZPNqpohubQ3nKMcd5pVSAWiLKoo-bbVfYZnt5sGHmgBGWTmg=s48-c-k-c0x00ffffff-no-rj,❤❤❤❤❤,2024-09-26T16:45:22Z,0,1
57,Ugys6EEeIju2xDbfWMZ4AaABAg,,@Handlingkol,https://yt3.ggpht.com/ytc/AIdro_k6s3x3Sx52Ci7_TzXIUdrX1_FydhQ2WyoVEo25y94NdOmV2g4u8TIQkssk6N5z2hXrgg=s48-c-k-c0x00ffffff-no-rj,The song from fortnite,2024-09-25T18:39:23Z,0,1
58,UgxOTJCI9xKCJ3f7ch14AaABAg,,@LuciaGarcia-wc6mp,https://yt3.ggpht.com/ytc/AIdro_l9AoJZTvY4zRbH-HmPXzHrL7nUQcByxJTdekajCUtT0b0=s48-c-k-c0x00ffffff-no-rj,soy el chamber de icebox xddd,2024-09-25T15:24:42Z,0,1
59,UgxIU5oDTA90ueizVwx4AaABAg,,@LisaAnnie-y1s,https://yt3.ggpht.com/ytc/AIdro_lNx2w2xRVTEXkjaqi8jYPBHG9ZmuQtISt0VCGbwYeaLCPb8U2juNvbLKDYTyD2IccN2Q=s48-c-k-c0x00ffffff-no-rj,Walk walk fashion baby ❤❤❤❤❤,2024-09-18T22:43:10Z,0,1
60,Ugxd61_wXDhl7FkNopR4AaABAg,,@07Gustavo07,https://yt3.ggpht.com/6Nm3n2hzCqMGlNnU7gyMrpnWGA6hAXT-UKwEHyQJ3qIFlC0YaRR1ifhUaZtJ2p_2InJZlEseJw=s48-c-k-c0x00ffffff-no-rj,Musicas de David laid,2024-08-29T14:02:43Z,1,1
61,Ugyd02oYhqzoC8tITYF4AaABAg,,@ChabacanoObreraDoctores,https://yt3.ggpht.com/JPJdHkfvxwZo5YX3em9DsVtEVglFhhBu7bHUJjby9wAmNAQNqWSRQQ7RzjBI5VbJx6FII016u-Y=s48-c-k-c0x00ffffff-no-rj,Lo volví a soñar 😏👅,2024-08-23T18:32:33Z,0,1
62,Ugy0ylrS0koKKSk646t4AaABAg,,@millco004,https://yt3.ggpht.com/01mRRkCcYjsrAYN6SChnqd7ZM8GN0Rwciz8qIKYXCUFcDbca3KxEpzSob917_TCfllbzot99pw=s48-c-k-c0x00ffffff-no-rj,1:26,2024-08-15T09:06:51Z,1,1
63,Ugx-TucBfgbE9ZWGQc54AaABAg,,@LadyDemon,https://yt3.ggpht.com/6I9E7F-pcSf7TBCzxB0QSrBgXCTyXyHjO17eZ4Ey2U3WdzlFtZzJSKE_oTSIYpiD8Ye2vaHGEQ=s48-c-k-c0x00ffffff-no-rj,3:45,2024-08-13T19:03:53Z,0,1
64,UgzcwR8FqZlq3xJOmgF4AaABAg,,@LadyDemon,https://yt3.ggpht.com/6I9E7F-pcSf7TBCzxB0QSrBgXCTyXyHjO17eZ4Ey2U3WdzlFtZzJSKE_oTSIYpiD8Ye2vaHGEQ=s48-c-k-c0x00ffffff-no-rj,3:22,2024-08-13T19:02:50Z,0,1
65,UgwCbuQXRj3b-p17Ozt4AaABAg,,@monseruizmontes774,https://yt3.ggpht.com/ytc/AIdro_mDtrE2gCChorVQ-jwF7xj9Sla1zljtkGBAPXwOxlP0SY8=s48-c-k-c0x00ffffff-no-rj,Like sí la escuchas en 2024❤,2024-08-09T06:22:23Z,1,1
66,Ugxb-eCUg0bBVIFD_up4AaABAg,,@Cielo-c3v,https://yt3.ggpht.com/DuE5au0yXQ5596L90Bfzw-YxIHnXQQS27nZTQTW9A6AnN7HscVChT5HV0mxCMQxVpgb9PF9S_A=s48-c-k-c0x00ffffff-no-rj,Alguien del 2024,2024-08-08T20:24:45Z,1,1
67,UgwySAfTLaabDVhZbdB4AaABAg,,@3SCALP0,https://yt3.ggpht.com/zZ0822HdUj8Nfg0-aqH9TKo84k5mHlPLKcIPo1a2k0jwitXemXxpP3MMo2E6QXMrJVL56-36=s48-c-k-c0x00ffffff-no-rj,Só consigo lembrar do manso Caveiragames destruindo o próprio quarto ao som dessa porra kkkkkkkkkkkkkkkkkkkkkkk,2024-08-06T00:41:38Z,1,1
68,UgzEYw7JGvTAm2llYIN4AaABAg,,@gruntymcgrunt4051,https://yt3.ggpht.com/eG987hKDi7J0S3cHY_J4OZRhufFM2QbpJCkw5rz1ldulcV043c51deWWQMcPsdsjUf8xF-zJng=s48-c-k-c0x00ffffff-no-rj,I’ll still never understand why they put that contraption in Bikini Bottom…,2024-08-02T02:35:45Z,1,1
69,Ugz8xg9LimuipNnN8FR4AaABAg,,@LeeReactzzz,https://yt3.ggpht.com/Vjk9mCS5NAC281HnbpCymrHirY_2HyEYgEO2aiqO-JOVM8VU7-D2xDtecyQ57F9iJtxh8MjZJA=s48-c-k-c0x00ffffff-no-rj,where’s the1 hour loop?,2024-08-01T06:45:51Z,0,1
70,UgzGhxfgkv7phphRdvl4AaABAg,,@santoshchoudhary8009,https://yt3.ggpht.com/ytc/AIdro_nHHI0IPDShy66nhXLUoYRQSnCW5fApuP0BdUZiQENu0GE=s48-c-k-c0x00ffffff-no-rj,3:20,2024-07-28T08:08:47Z,1,1
